,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Name ID,Race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alignment  1,Alignment 2,Guest Character Identity,Guest Character Conditions?,Unknown,Level,Compendium,Unknown,Unknown,Unknown,Unknown,Basic Attack Hit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP,MP,HP Growth,MP Growth,Strength,Vitality,Magic,Agility,Luck,Strength Growth,Vitality Growth,Magic Growth,Agility Growth,Luck Growth,Growth Total,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Guest Character,Unknown,Unknown,Unknown,Unknown,Compendium Cost Multiplier?,Unknown,Unknown,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill Level 1,Skill at Skill Level 1,Skill Level 2,Skill at Skill Level 2,Skill Level 3,Skill at Skill Level 3,Skill Level 4,Skill at Skill Level 4,Skill Level 5,Skill at Skill Level 5,Skill Level 6,Skill at Skill Level 6,Skill Level 7,Skill at Skill Level 7,Skill Level 8,Skill at Skill Level 8,Skill Level 9,Skill at Skill Level 9,Skill Level 10,Skill at Skill Level 10,Skill Level 11,Skill at Skill Level 11,Skill Level 12,Skill at Skill Level 12,Innate Skill,Phys,Fire,Ice,Elec,Force,Light,Dark,Almighty,Poison,Vertigo,Confusion,Charm,Sleep,Seal,Stray,Burn,Freeze,Shock,Laceration,Stone,Mirage,Mud,Recv00,Recv01,Recv02,Recv03,Recv04,Recv05,PotPhys,PotFire,PotIce,PotElec,PotForce,PotLight,PotDark,PotAlmighty,PotAilment,PotSupport,PotHeal,Recovery NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cu Chulainn,36,36,14 (Genma),1,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,52,1,0,1,1,0,98,0,5,100,70,100,0,293,201,22,19,41,37,33,40,25,23,21,18,22,16,100,10,4,0,0,79,3,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_GaeBolg (841),Skill_Deathbound (162),Skill_Mazanma (55),,,,,,,,,,53,142,54,497,55,189,,,,,,,,,,,,,,,,,,,Skill_SurrogateGuardHound (558),50,100,100,125,Null (0),100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,0,0,-2,4,0,0,0,0,2,0,0,0,0,120,0,120,0
Kurama Tengu,37,37,14 (Genma),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,39,1,0,1,1,0,98,0,5,100,70,100,0,179,186,19,23,28,25,21,36,31,20,17,15,26,22,100,10,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_AcrobatKick (258),Skill_WindDracostrike (181),,,,,,,,,,,40,70,41,429,42,55,,,,,,,,,,,,,,,,,,,Skill_ForceGestalt (650),100,100,100,125,Null (0),100,100,100,100,100,100,125,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,0,-5,4,2,0,0,0,0,0,0,0,0,67,71,141,149
Amanozako,38,38,14 (Genma),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,76,1,0,1,1,0,98,0,5,100,70,100,0,407,450,21,24,26,40,70,63,59,10,16,28,24,22,100,10,3,1,1,82,0,0,0,0,0,0,0,181,2,0,0,100,4,0,Skill_HeavenlyCounter_PassivePart (436),Skill_Maziobarion (42),Skill_EnergyDrain (81),Skill_Mediarahan (102),,,,,,,,,77,52,78,505,79,43,,,,,,,,,,,,,,,,,,,Skill_HeavenlyReversal (548),100,125,125,Repel (999),Null (0),50,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-4,-4,4,2,0,0,3,0,0,2,2,0,0,120,0,120,0
Jack Frost,39,58,14 (Genma),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Kresnik,40,40,14 (Genma),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,60,1,0,1,1,0,98,0,5,100,70,100,0,359,251,23,20,56,45,28,41,29,27,24,13,22,14,100,10,5,0,0,92,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_WhiteDracostrike (245),Skill_BraveBlade (164),Skill_PhysPleroma (489),,,,,,,,,,61,189,62,435,63,432,,,,,,,,,,,,,,,,,,,Skill_RighteousCross (625),50,100,100,100,125,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,0,0,0,-4,3,-2,0,0,0,0,0,0,0,120,0,120,0
Anansi,41,41,14 (Genma),0,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,49,1,0,1,1,0,98,0,5,100,70,100,0,225,243,19,24,22,27,47,30,43,13,16,28,17,26,100,10,6,1,1,93,0,0,0,0,0,0,0,236,30,0,0,100,4,0,Skill_WhatComesAfterFour (869),Skill_Bufudyne (20),Skill_Makajamaon (94),,,,,,,,,,50,364,51,430,52,65,,,,,,,,,,,,,,,,,,,Skill_WisdomUnleashed (638),100,125,Null (0),100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-4,2,0,0,0,2,0,1,0,0,0,0,0,120,0,120,0
Koppa Tengu,42,42,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,24,1,0,1,1,0,98,0,5,100,70,100,0,116,129,21,23,13,16,18,27,20,19,17,14,28,22,100,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Zanma (48),Skill_Mazan (54),,,,,,,,,,,25,122,26,174,27,367,,,,,,,,,,,,,,,,,,,Skill_GustingMelody (594),100,100,100,125,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,-3,3,0,0,0,0,1,0,0,0,0,51,53,51,53
Apsaras,43,43,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,16,1,0,1,1,0,98,0,5,100,70,100,0,76,118,18,25,9,11,19,17,15,13,16,28,23,20,100,10,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Bufu (16),Skill_Mabufu (24),,,,,,,,,,,17,107,18,128,,,,,,,,,,,,,,,,,,,,,Skill_IceGestalt (648),100,125,50,100,100,100,100,100,100,100,125,Null (0),50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-3,2,0,0,0,0,0,0,1,1,1,0,0,120,0,120,0
Agathion,44,44,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,10,1,0,1,1,0,98,0,5,100,70,100,0,55,93,19,23,7,9,14,11,11,13,18,26,21,22,100,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Zio (31),,,,,,,,,,,,11,97,12,122,,,,,,,,,,,,,,,,,,,,,Skill_ThunderousMelody (593),100,100,125,Null (0),100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,-4,2,0,0,0,0,0,2,0,0,0,0,31,36,31,36
Mandrake,45,45,6 (Yoma),0,1,1,0,0,1,1 (Neutral),4 (Law),0,0,0,6,1,0,1,1,0,98,0,5,100,70,100,0,49,75,21,22,6,7,9,11,9,17,18,19,26,20,100,10,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Zio (31),,,,,,,,,,,,8,157,9,208,,,,,,,,,,,,,,,,,,,,,Skill_WardOffEvil (610),100,125,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125,100,100,100,100,100,100,100,0,-3,0,1,0,0,0,0,3,0,1,1,0,0,31,35,31,35
Dís,46,46,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,31,1,0,1,1,0,98,0,5,100,70,100,0,153,158,21,23,15,25,26,23,26,13,23,25,17,22,100,10,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Diarama (98),Skill_ElecBlock (366),Skill_IceBlock (365),,,,,,,,,,32,364,33,367,35,108,,,,,,,,,,,,,,,,,,,Skill_PlanckofNorn (544),125,50,50,50,50,100,100,100,100,100,100,100,100,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,-4,0,0,0,0,0,0,0,0,2,2,2,0,0,51,162,51,162
Efreet,47,47,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,52,1,0,1,1,0,98,0,5,100,70,100,0,284,224,22,21,34,38,43,32,29,20,22,26,16,16,100,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Agidyne (5),Skill_FirePleroma (491),Skill_Matarukaja (119),,,,,,,,,,53,143,54,472,56,11,,,,,,,,,,,,,,,,,,,Skill_IncendiaryStoning (669),100,Drain (1000),125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,5,-5,0,0,0,0,0,0,1,0,0,0,0,19,0,126,0
Jack Frost,48,58,6 (Yoma),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,49,58,6 (Yoma),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,50,58,6 (Yoma),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,31,64,19,23,4,4,3,6,5,17,18,15,26,24,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Titania,51,51,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,57,1,0,1,1,0,98,0,5,100,70,100,0,262,304,18,26,25,36,54,35,42,13,18,28,19,22,100,10,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Ziodyne (35),Skill_Diarahan (99),Skill_GreatManaSpring (440),,,,,,,,,,58,135,59,84,60,41,,,,,,,,,,,,,,,,,,,Skill_SummerDream (622),100,125,100,100,100,Null (0),50,100,100,100,100,100,50,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,-4,0,0,3,0,0,0,0,0,1,3,3,0,0,88,96,88,96
Oberon,52,52,17 (Fairy),1,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,47,1,0,1,1,0,98,0,5,100,70,100,0,242,211,21,21,32,29,33,35,32,20,11,25,24,20,100,10,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Zandyne (50),Skill_Diamrita (150),Skill_Samarecarm (116),,,,,,,,,,48,119,49,367,50,71,,,,,,,,,,,,,,,,,,,Skill_FairyKingsMelody (546),100,100,100,125,Null (0),100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,-4,3,0,0,0,0,2,2,2,0,0,67,84,141,152
Silky,53,53,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,41,1,0,1,1,0,98,0,5,100,70,100,0,189,210,19,25,19,23,40,29,34,13,16,28,21,22,100,10,7,0,0,87,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Bufula (18),Skill_Diarama (98),Skill_DonumMagici (247),,,,,,,,,,42,125,43,108,44,468,,,,,,,,,,,,,,,,,,,Skill_FrigidMelody (592),100,125,Null (0),100,100,100,100,100,100,100,125,50,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-3,0,3,0,0,0,0,0,0,1,2,2,0,0,120,0,120,0
Setanta,54,54,17 (Fairy),1,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,35,1,0,1,1,0,98,0,5,100,70,100,0,193,163,25,17,35,25,26,27,20,28,20,17,20,19,104,10,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_FatalSword (184),Skill_Deathbound (162),,,,,,,,,,,36,171,37,55,38,258,,,,,,,,,,,,,,,,,,,Skill_SurrogateGuardHound (558),100,100,100,125,Null (0),100,125,100,100,100,125,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,0,0,-3,1,0,0,0,0,2,0,0,0,0,51,66,51,66
Kelpie,55,55,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,30,1,0,1,1,0,98,0,5,100,70,100,0,136,153,19,24,20,21,19,29,24,18,17,16,26,23,100,10,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_BerserkerGod (158),Skill_Diarama (98),Skill_InspiringLeader (477),,,,,,,,,,31,95,32,133,33,413,,,,,,,,,,,,,,,,,,,Skill_RestorativeMelody (597),100,100,50,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,Null (0),100,100,100,100,100,100,100,0,0,0,0,-3,0,0,0,0,1,3,3,0,0,51,57,51,57
High Pixie,56,56,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,18,1,0,1,1,0,98,0,5,100,70,100,0,93,129,17,26,9,12,23,20,16,13,16,26,23,22,100,10,8,1,1,9,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Zio (31),Skill_Dia (97),Skill_Sukunda (132),,,,,,,,,,20,48,21,143,,,,,,,,,,,,,,,,,,,,,Skill_ElecGestalt (649),100,100,125,100,50,100,100,100,100,100,50,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,-4,1,1,0,0,0,0,1,1,1,0,0,120,0,120,0
Jack-o'-Lantern,57,57,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,20,1,0,1,1,0,98,0,5,100,70,100,0,90,135,17,26,11,12,23,19,18,13,16,29,22,20,100,10,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_JackAgilao (836),Skill_Maragi (9),,,,,,,,,,,21,143,23,437,,,,,,,,,,,,,,,,,,,,,Skill_Forager (532),100,Null (0),125,100,100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,5,-5,0,0,-1,0,0,0,1,0,0,0,0,51,53,51,53
Jack Frost,58,58,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,25,1,0,1,1,0,98,0,5,100,70,100,0,119,153,18,27,14,15,29,21,21,12,15,29,21,23,100,10,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_JackBufula (220),Skill_IceBreath (29),,,,,,,,,,,26,365,27,70,28,425,,,,,,,,,,,,,,,,,,,Skill_FicklePersonality (634),100,125,Drain (1000),100,100,100,100,100,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,-5,4,0,0,2,0,0,0,0,0,0,0,0,51,54,51,54
Pixie,59,59,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,2,1,0,1,1,0,98,0,5,100,70,100,0,32,82,17,27,2,4,7,8,6,8,16,28,26,22,100,10,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Dia (97),Skill_Patra (107),,,,,,,,,,,3,46,4,124,,,,,,,,,,,,,,,,,,,,,Skill_DemonicMediation (533),100,100,100,100,50,100,125,100,100,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-2,0,0,0,1,0,-1,0,1,1,1,1,0,0,31,33,31,33
Nahobeeho,60,60,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,65,1,0,1,1,0,98,0,5,100,70,100,0,398,287,24,21,63,50,33,41,38,27,25,13,19,16,100,10,2,1,1,94,13,0,0,0,0,0,0,238,30,0,0,100,4,0,Skill_JackTempest (872),Skill_StormDracostrike (180),Skill_MortalJihad (159),Skill_CriticalAura (144),,,,,,,,,66,465,67,444,69,77,,,,,,,,,,,,,,,,,,,Skill_MagatsuhiThriftiness (711),50,100,Drain (1000),Null (0),125,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4,0,5,3,-5,0,0,0,-4,1,0,0,0,0,120,0,120,0
Jack Frost,61,58,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,62,58,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,63,58,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Queen Medb,64,64,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,56,1,0,1,1,0,98,0,5,100,70,100,0,266,289,19,25,25,30,52,33,49,13,16,28,18,25,100,10,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Agidyne (5),Skill_Mazandyne (56),Skill_Fogna (96),,,,,,,,,,57,405,58,80,59,465,,,,,,,,,,,,,,,,,,,Skill_AiledResurgence (619),100,100,100,125,Null (0),100,100,100,125,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,3,0,-2,2,0,0,0,3,0,0,0,0,0,88,92,88,92
Succubus,65,65,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,38,1,0,1,1,0,98,0,5,100,70,100,0,165,197,19,24,17,20,38,31,29,10,16,28,24,22,100,10,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Bufula (18),Skill_SpiritDrain (80),Skill_Masukunda (133),,,,,,,,,,39,92,40,247,41,442,,,,,,,,,,,,,,,,,,,Skill_Allure (534),100,50,Null (0),100,100,125,100,100,100,100,100,Null (0),Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,4,0,0,-5,0,0,4,1,0,0,0,0,67,73,141,142
Kaiwan,66,66,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,45,1,0,1,1,0,98,0,5,100,70,100,0,209,216,21,22,24,27,30,41,38,17,18,15,26,24,100,10,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Mamudoon (65),Skill_Makajamaon (94),,,,,,,,,,,46,140,47,123,48,474,,,,,,,,,,,,,,,,,,,Skill_DarkStar (583),100,100,100,100,100,125,Null (0),100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,-3,3,0,1,2,0,0,0,0,67,77,141,147
Lilim,67,67,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,32,1,0,1,1,0,98,0,5,100,70,100,0,138,172,21,22,13,18,34,27,26,10,16,28,24,22,100,10,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Mazionga (40),Skill_MarinKarin (91),,,,,,,,,,,33,33,34,421,36,80,,,,,,,,,,,,,,,,,,,Skill_Allure (534),100,100,125,Null (0),100,100,100,100,100,100,100,Null (0),50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,-3,3,0,0,0,0,2,0,0,0,0,0,51,65,51,65
Incubus,68,68,31 (Night),0,1,1,0,0,1,1 (Neutral),5 (Chaos),0,0,0,22,1,0,1,1,0,98,0,5,100,70,100,0,118,110,20,22,17,15,17,20,18,20,18,17,25,20,100,10,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_DreamNeedle (207),Skill_MarinKarin (91),,,,,,,,,,,23,79,24,48,25,210,,,,,,,,,,,,,,,,,,,Skill_UnendingNightmare (662),100,100,100,125,50,100,100,100,100,100,100,Null (0),50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,-4,1,0,0,0,5,-2,0,0,0,0,51,53,51,53
Mokoi,69,69,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,16,1,0,1,1,0,98,0,5,100,70,100,0,88,90,24,19,15,15,12,11,16,21,22,18,16,23,100,10,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Pulinpa (89),Skill_Dustoma (95),,,,,,,,,,,17,31,18,154,,,,,,,,,,,,,,,,,,,,,Skill_CompoundedCalamity (588),100,100,100,50,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,2,-3,0,0,0,2,-1,0,0,0,0,31,40,31,40
Sandman,70,70,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,8,1,0,1,1,0,98,0,5,100,70,100,0,55,81,20,23,9,8,9,11,12,20,17,17,22,24,100,10,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_DreamNeedle (207),,,,,,,,,,,,9,16,10,46,11,54,,,,,,,,,,,,,,,,,,,Skill_UnendingNightmare (662),100,100,100,125,50,100,100,100,100,100,100,100,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,0,-3,1,0,0,0,3,-1,0,0,0,0,31,36,31,36
Lilith,71,71,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,68,0,0,1,1,0,98,0,5,100,70,100,0,326,363,18,26,22,36,63,48,57,10,16,28,21,25,100,10,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_Ziobarion (37),Skill_Megidola (74),Skill_SlumberVortex (82),,,,,,,,,,69,414,70,505,71,81,,,,,,,,,,,,,,,,,,,Skill_Taboo (609),100,50,50,50,125,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,4,-5,0,0,2,3,0,0,0,0,0,120,0,120,0
Black Frost,72,72,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,44,1,0,1,1,0,98,0,5,100,70,100,0,255,204,23,21,38,37,33,26,28,22,22,20,17,21,102,10,2,1,1,13,0,0,0,0,0,0,0,0,0,0,0,100,4,0,Skill_IceDracostrike (179),Skill_Mabufula (25),Skill_BlackDracostrike (244),Skill_Matarunda (129),,,,,,,,,45,443,46,174,47,369,,,,,,,,,,,,,,,,,,,Skill_TwilitMelody (596),100,50,Null (0),100,100,125,Repel (999),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,3,0,0,-4,4,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,73,58,31 (Night),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,74,58,31 (Night),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Nuwa,75,75,24 (Lady),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,80,1,0,1,1,0,98,0,5,100,70,100,0,438,455,20,24,63,52,70,44,50,17,20,28,17,19,101,10,4,1,1,36,0,0,0,0,0,0,0,170,2,0,0,100,4,0,Skill_DancingStrike (272),Skill_FloralGust (58),Skill_Diamrita (150),,,,,,,,,,81,432,82,53,83,498,,,,,,,,,,,,,,,,,,,Skill_FirmamentRestoration (687),100,125,100,50,Repel (999),100,50,100,100,100,100,Null (0),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,-5,0,0,4,0,0,0,0,0,2,2,0,0,120,0,120,0
Amon,76,76,33 (Tyrant),0,1,0,0,1,1,3 (Dark),5 (Chaos),0,0,0,87,1,0,1,1,0,98,0,5,100,70,100,0,668,352,25,19,73,78,66,34,49,26,28,18,11,17,100,10,1,0,0,58,6,0,0,0,0,0,0,191,2,0,0,100,4,0,Skill_MegidoFlame (263),Skill_NihilClaw (197),Skill_MadnessNails (200),Skill_AbyssalMask (475),,,,,,,,,88,438,89,136,90,8,,,,,,,,,,,,,,,,,,,Skill_BurningAspiration_PassivePart (681),50,Drain (1000),125,100,100,50,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,6,-6,0,0,0,0,0,0,4,0,0,0,0,120,0,120,0
